Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
28-may-2017,Tablets,May. 2017,Domingo,País Vasco,Shopping - General,555,6,"0,00","0,82 €","1,08 %","0,00","0,14 €","1,48 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2017,Ordenadores,Abr. 2017,Lunes,Galicia,Shopping - General,3.361,52,"1,00","9,89 €","1,55 %","0,00","0,19 €","2,94 €","0,19 €","9,89 €","1,92 %","9,70","95,98","95,98"
10-may-2017,Móviles,May. 2017,Miércoles,Principado de Asturias,Shopping - General,2.356,59,"0,00","8,00 €","2,50 %","0,00","0,14 €","3,40 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-jul-2017,Móviles,Jul. 2017,Domingo,Extremadura,Shopping - General,1.995,65,"0,00","4,89 €","3,26 %","0,00","0,08 €","2,45 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-ene-2017,Ordenadores,Ene. 2017,Miércoles,Andalucía,Shopping - General,2.408,33,"2,00","3,46 €","1,37 %","0,00","0,10 €","1,44 €","0,10 €","1,73 €","6,06 %","30,25","104,67","52,34"
31-ene-2017,Móviles,Ene. 2017,Martes,Aragón,Shopping - General,572,9,"0,00","0,98 €","1,57 %","0,00","0,11 €","1,71 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-abr-2017,Móviles,Abr. 2017,Lunes,Castilla y León,Shopping - General,1.938,40,"0,00","2,55 €","2,06 %","0,00","0,06 €","1,32 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-may-2017,Ordenadores,May. 2017,Viernes,País Vasco,Shopping - General,1.610,33,"1,00","4,71 €","2,05 %","0,00","0,14 €","2,93 €","0,14 €","4,71 €","3,03 %","5,09","23,99","23,99"
07-jun-2017,Ordenadores,Jun. 2017,Miércoles,Extremadura,Shopping - General,549,7,"0,00","1,01 €","1,28 %","0,00","0,14 €","1,84 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-jun-2017,Móviles,Jun. 2017,Viernes,Cataluña,Shopping - General,5.327,142,"1,00","13,31 €","2,67 %","0,00","0,09 €","2,50 €","0,09 €","13,31 €","0,70 %","1,43","18,98","18,98"
03-ene-2017,Tablets,Ene. 2017,Martes,Comunidad de Madrid,Shopping - General,7.933,157,"0,00","23,84 €","1,98 %","0,00","0,15 €","3,01 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-ene-2017,Ordenadores,Ene. 2017,Miércoles,Castilla-La Mancha,Shopping - General,2.051,43,"0,00","5,08 €","2,10 %","0,00","0,12 €","2,48 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ene-2017,Móviles,Ene. 2017,Sábado,Cantabria,Shopping - General,296,9,"0,00","0,67 €","3,04 %","0,00","0,07 €","2,26 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-feb-2017,Tablets,Feb. 2017,Sábado,Comunidad Valenciana,Shopping - General,735,10,"0,00","0,92 €","1,36 %","0,00","0,09 €","1,25 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2017,Móviles,Abr. 2017,Lunes,Región de Murcia,Shopping - General,478,5,"0,00","0,20 €","1,05 %","0,00","0,04 €","0,42 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-feb-2017,Ordenadores,Feb. 2017,Miércoles,Andalucía,Shopping - General,3.429,57,"2,00","6,86 €","1,66 %","0,00","0,12 €","2,00 €","0,12 €","3,43 €","3,51 %","43,94","301,43","150,72"
22-abr-2017,Tablets,Abr. 2017,Sábado,Comunidad de Madrid,Shopping - General,958,12,"0,00","0,96 €","1,25 %","0,00","0,08 €","1,00 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-abr-2017,Ordenadores,Abr. 2017,Viernes,Aragón,Shopping - General,296,5,"0,00","0,79 €","1,69 %","0,00","0,16 €","2,67 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2017,Tablets,Feb. 2017,Jueves,Cataluña,Shopping - General,327,7,"1,00","0,32 €","2,14 %","0,00","0,05 €","0,98 €","0,05 €","0,32 €","14,29 %","96,53","30,89","30,89"
20-abr-2017,Tablets,Abr. 2017,Jueves,Aragón,Shopping - General,180,6,"0,00","0,49 €","3,33 %","0,00","0,08 €","2,72 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-may-2017,Móviles,May. 2017,Sábado,Región de Murcia,Shopping - General,694,10,"0,00","0,89 €","1,44 %","0,00","0,09 €","1,28 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-mar-2017,Tablets,Mar. 2017,Martes,Cataluña,Shopping - General,262,2,"0,00","0,14 €","0,76 %","0,00","0,07 €","0,53 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-mar-2017,Ordenadores,Mar. 2017,Martes,Aragón,Shopping - General,351,6,"0,00","0,70 €","1,71 %","0,00","0,12 €","1,99 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ene-2017,Tablets,Ene. 2017,Martes,Navarra,Shopping - General,108,2,"0,00","0,25 €","1,85 %","0,00","0,12 €","2,31 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-mar-2017,Móviles,Mar. 2017,Martes,Castilla-La Mancha,Shopping - General,771,13,"0,00","1,18 €","1,69 %","0,00","0,09 €","1,53 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-may-2017,Tablets,May. 2017,Lunes,País Vasco,Shopping - General,396,10,"0,00","0,74 €","2,53 %","0,00","0,07 €","1,87 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-jun-2017,Tablets,Jun. 2017,Sábado,Castilla y León,Shopping - General,333,6,"0,00","0,59 €","1,80 %","0,00","0,10 €","1,77 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ene-2017,Tablets,Ene. 2017,Sábado,Navarra,Shopping - General,165,2,"0,00","0,21 €","1,21 %","0,00","0,10 €","1,27 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2017,Móviles,Feb. 2017,Jueves,Cataluña,Shopping - General,1.674,9,"1,00","0,21 €","0,54 %","0,00","0,02 €","0,13 €","0,02 €","0,21 €","11,11 %","80,67","16,94","16,94"
20-abr-2017,Móviles,Abr. 2017,Jueves,Andalucía,Shopping - General,5.768,138,"3,00","11,75 €","2,39 %","0,00","0,09 €","2,04 €","0,09 €","3,92 €","2,17 %","5,69","66,87","22,29"
23-jun-2017,Tablets,Jun. 2017,Viernes,Castilla-La Mancha,Shopping - General,159,3,"0,00","0,16 €","1,89 %","0,00","0,05 €","1,01 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-mar-2017,Ordenadores,Mar. 2017,Domingo,Castilla y León,Shopping - General,581,9,"0,00","1,07 €","1,55 %","0,00","0,12 €","1,84 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2017,Móviles,May. 2017,Martes,Sin especificar,Shopping - General,25,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2017,Tablets,Abr. 2017,Domingo,Cataluña,Shopping - General,837,12,"0,00","1,87 €","1,43 %","0,00","0,16 €","2,23 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-may-2017,Móviles,May. 2017,Jueves,Castilla y León,Shopping - General,6.003,131,"0,00","18,20 €","2,18 %","0,00","0,14 €","3,03 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-feb-2017,Ordenadores,Feb. 2017,Jueves,Sin especificar,Shopping - General,3,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-jun-2017,Tablets,Jun. 2017,Jueves,Castilla-La Mancha,Shopping - General,207,4,"0,00","0,45 €","1,93 %","0,00","0,11 €","2,17 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jul-2017,Móviles,Jul. 2017,Sábado,Galicia,Shopping - General,4.069,107,"0,00","9,55 €","2,63 %","0,00","0,09 €","2,35 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-mar-2017,Tablets,Mar. 2017,Martes,Aragón,Shopping - General,111,1,"0,00","0,01 €","0,90 %","0,00","0,01 €","0,09 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-jul-2017,Tablets,Jul. 2017,Domingo,Andalucía,Shopping - General,1.522,29,"0,00","2,37 €","1,91 %","0,00","0,08 €","1,56 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-may-2017,Móviles,May. 2017,Domingo,Navarra,Shopping - General,320,7,"0,00","0,66 €","2,19 %","0,00","0,09 €","2,06 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-may-2017,Móviles,May. 2017,Lunes,Andalucía,Shopping - General,8.896,200,"2,00","18,47 €","2,25 %","0,00","0,09 €","2,08 €","0,09 €","9,24 €","1,00 %","5,63","103,97","51,98"
09-may-2017,Ordenadores,May. 2017,Martes,Cantabria,Shopping - General,230,1,"0,00","0,10 €","0,43 %","0,00","0,10 €","0,43 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2017,Tablets,May. 2017,Lunes,Castilla y León,Shopping - General,240,7,"0,00","0,35 €","2,92 %","0,00","0,05 €","1,46 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-feb-2017,Tablets,Feb. 2017,Lunes,Castilla-La Mancha,Shopping - General,148,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-may-2017,Móviles,May. 2017,Jueves,País Vasco,Shopping - General,3.863,104,"1,00","14,88 €","2,69 %","0,00","0,14 €","3,85 €","0,14 €","14,88 €","0,96 %","1,47","21,92","21,92"
01-feb-2017,Ordenadores,Feb. 2017,Miércoles,País Vasco,Shopping - General,812,17,"1,00","1,92 €","2,09 %","0,00","0,11 €","2,36 €","0,11 €","1,92 €","5,88 %","45,53","87,42","87,42"
04-ene-2017,Ordenadores,Ene. 2017,Miércoles,La Rioja,Shopping - General,31,1,"0,00","0,01 €","3,23 %","0,00","0,01 €","0,32 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-feb-2017,Ordenadores,Feb. 2017,Viernes,País Vasco,Shopping - General,957,9,"1,00","1,29 €","0,94 %","0,00","0,14 €","1,35 €","0,14 €","1,29 €","11,11 %","10,84","13,99","13,99"
27-jun-2017,Móviles,Jun. 2017,Martes,Comunidad de Madrid,Shopping - General,6.729,150,"2,00","7,39 €","2,23 %","0,00","0,05 €","1,10 €","0,05 €","3,70 €","1,33 %","38,69","285,92","142,96"
28-ene-2017,Tablets,Ene. 2017,Sábado,Aragón,Shopping - General,219,4,"0,00","0,60 €","1,83 %","0,00","0,15 €","2,74 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jun-2017,Tablets,Jun. 2017,Miércoles,Castilla y León,Shopping - General,277,3,"0,00","0,29 €","1,08 %","0,00","0,10 €","1,05 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-abr-2017,Tablets,Abr. 2017,Viernes,Islas Baleares,Shopping - General,57,1,"0,00","0,01 €","1,75 %","0,00","0,01 €","0,18 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2017,Ordenadores,Feb. 2017,Domingo,Extremadura,Shopping - General,226,1,"0,00","0,16 €","0,44 %","0,00","0,16 €","0,71 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-may-2017,Tablets,May. 2017,Martes,Comunidad de Madrid,Shopping - General,869,18,"0,00","1,58 €","2,07 %","0,00","0,09 €","1,82 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-may-2017,Tablets,May. 2017,Sábado,Aragón,Shopping - General,461,11,"0,00","1,22 €","2,39 %","0,00","0,11 €","2,65 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-mar-2017,Tablets,Mar. 2017,Martes,Navarra,Shopping - General,35,1,"0,00","0,07 €","2,86 %","0,00","0,07 €","2,00 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2017,Tablets,Feb. 2017,Domingo,Cantabria,Shopping - General,65,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-may-2017,Móviles,May. 2017,Viernes,Cantabria,Shopping - General,311,13,"0,00","0,99 €","4,18 %","0,00","0,08 €","3,18 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-may-2017,Tablets,May. 2017,Domingo,Navarra,Shopping - General,133,1,"0,00","0,04 €","0,75 %","0,00","0,04 €","0,30 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-mar-2017,Tablets,Mar. 2017,Lunes,Extremadura,Shopping - General,30,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jun-2017,Móviles,Jun. 2017,Martes,Castilla y León,Shopping - General,2.373,43,"0,00","3,21 €","1,81 %","0,00","0,07 €","1,35 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-may-2017,Ordenadores,May. 2017,Sábado,Región de Murcia,Shopping - General,205,6,"0,00","0,45 €","2,93 %","0,00","0,08 €","2,20 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ene-2017,Ordenadores,Ene. 2017,Miércoles,Comunidad Valenciana,Shopping - General,1.594,32,"0,00","2,00 €","2,01 %","0,00","0,06 €","1,25 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-jun-2017,Tablets,Jun. 2017,Jueves,Extremadura,Shopping - General,90,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-jun-2017,Ordenadores,Jun. 2017,Domingo,Región de Murcia,Shopping - General,143,2,"0,00","0,21 €","1,40 %","0,00","0,10 €","1,47 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-mar-2017,Ordenadores,Mar. 2017,Viernes,Cataluña,Shopping - General,981,16,"1,00","0,85 €","1,63 %","0,00","0,05 €","0,87 €","0,05 €","0,85 €","6,25 %","523,47","444,95","444,95"
17-mar-2017,Móviles,Mar. 2017,Viernes,Región de Murcia,Shopping - General,26,1,"0,00","0,01 €","3,85 %","0,00","0,01 €","0,38 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-jun-2017,Ordenadores,Jun. 2017,Viernes,Sin especificar,Shopping - General,1,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2017,Ordenadores,Jun. 2017,Lunes,Castilla y León,Shopping - General,1.685,31,"1,00","4,31 €","1,84 %","0,00","0,14 €","2,56 €","0,14 €","4,31 €","3,23 %","6,24","26,89","26,89"
18-ene-2017,Ordenadores,Ene. 2017,Miércoles,Principado de Asturias,Shopping - General,359,6,"0,00","0,57 €","1,67 %","0,00","0,10 €","1,59 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jun-2017,Tablets,Jun. 2017,Miércoles,Cantabria,Shopping - General,61,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-ene-2017,Móviles,Ene. 2017,Lunes,Comunidad de Madrid,Shopping - General,4.726,88,"0,00","6,90 €","1,86 %","0,00","0,08 €","1,46 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-ene-2017,Móviles,Ene. 2017,Viernes,La Rioja,Shopping - General,73,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-abr-2017,Tablets,Abr. 2017,Viernes,Galicia,Shopping - General,273,3,"0,00","0,32 €","1,10 %","0,00","0,11 €","1,17 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2017,Móviles,Feb. 2017,Jueves,Comunidad de Madrid,Shopping - General,7.012,39,"0,00","2,23 €","0,56 %","0,00","0,06 €","0,32 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2017,Ordenadores,Jun. 2017,Domingo,Andalucía,Shopping - General,1.526,35,"0,00","3,54 €","2,29 %","0,00","0,10 €","2,32 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-mar-2017,Ordenadores,Mar. 2017,Miércoles,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-feb-2017,Tablets,Feb. 2017,Sábado,Aragón,Shopping - General,61,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2017,Ordenadores,Jun. 2017,Miércoles,Extremadura,Shopping - General,667,16,"0,00","2,30 €","2,40 %","0,00","0,14 €","3,45 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2017,Tablets,Jun. 2017,Domingo,Andalucía,Shopping - General,730,21,"1,00","1,44 €","2,88 %","0,00","0,07 €","1,97 €","0,07 €","1,44 €","4,76 %","9,72","13,99","13,99"
15-feb-2017,Móviles,Feb. 2017,Miércoles,Región de Murcia,Shopping - General,610,17,"1,00","1,38 €","2,79 %","0,00","0,08 €","2,26 €","0,08 €","1,38 €","5,88 %","13,72","18,94","18,94"
23-feb-2017,Tablets,Feb. 2017,Jueves,Sin especificar,Shopping - General,3,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-feb-2017,Ordenadores,Feb. 2017,Domingo,Aragón,Shopping - General,324,6,"0,00","0,56 €","1,85 %","0,00","0,09 €","1,73 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ene-2017,Tablets,Ene. 2017,Viernes,Aragón,Shopping - General,233,1,"0,00","0,01 €","0,43 %","0,00","0,01 €","0,04 €","0,01 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-may-2017,Móviles,May. 2017,Viernes,Comunidad Valenciana,Shopping - General,2.234,52,"0,00","4,62 €","2,33 %","0,00","0,09 €","2,07 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2017,Tablets,Jun. 2017,Lunes,Sin especificar,Shopping - General,2,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jun-2017,Tablets,Jun. 2017,Jueves,Galicia,Shopping - General,184,5,"0,00","0,59 €","2,72 %","0,00","0,12 €","3,21 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-feb-2017,Móviles,Feb. 2017,Sábado,La Rioja,Shopping - General,78,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-ene-2017,Móviles,Ene. 2017,Viernes,Aragón,Shopping - General,527,16,"0,00","1,64 €","3,04 %","0,00","0,10 €","3,11 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-may-2017,Móviles,May. 2017,Martes,Cataluña,Shopping - General,2.695,61,"0,00","3,96 €","2,26 %","0,00","0,06 €","1,47 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2017,Móviles,Mar. 2017,Miércoles,Galicia,Shopping - General,853,21,"1,00","2,79 €","2,46 %","0,00","0,13 €","3,27 €","0,13 €","2,79 €","4,76 %","9,31","25,97","25,97"
07-abr-2017,Ordenadores,Abr. 2017,Viernes,Galicia,Shopping - General,2.763,38,"2,00","5,11 €","1,38 %","0,00","0,13 €","1,85 €","0,13 €","2,56 €","5,26 %","32,85","167,86","83,93"
15-jul-2017,Móviles,Jul. 2017,Sábado,Islas Baleares,Shopping - General,2.196,43,"1,00","3,91 €","1,96 %","0,00","0,09 €","1,78 €","0,09 €","3,91 €","2,33 %","14,06","54,98","54,98"
28-ene-2017,Tablets,Ene. 2017,Sábado,Extremadura,Shopping - General,193,2,"0,00","0,13 €","1,04 %","0,00","0,06 €","0,67 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-abr-2017,Tablets,Abr. 2017,Domingo,Principado de Asturias,Shopping - General,41,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-may-2017,Móviles,May. 2017,Martes,País Vasco,Shopping - General,1.294,30,"0,00","2,21 €","2,32 %","0,00","0,07 €","1,71 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-feb-2017,Ordenadores,Feb. 2017,Viernes,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2017,Ordenadores,Jun. 2017,Miércoles,Cantabria,Shopping - General,590,12,"0,00","1,92 €","2,03 %","0,00","0,16 €","3,25 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ene-2017,Móviles,Ene. 2017,Sábado,Andalucía,Shopping - General,17.152,452,"3,00","42,01 €","2,64 %","0,00","0,09 €","2,45 €","0,09 €","14,00 €","0,66 %","4,73","198,82","66,27"
25-may-2017,Móviles,May. 2017,Jueves,La Rioja,Shopping - General,128,9,"0,00","0,76 €","7,03 %","0,00","0,08 €","5,94 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-may-2017,Tablets,May. 2017,Domingo,Región de Murcia,Shopping - General,120,3,"0,00","0,25 €","2,50 %","0,00","0,08 €","2,08 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-may-2017,Tablets,May. 2017,Jueves,Castilla y León,Shopping - General,197,2,"0,00","0,14 €","1,02 %","0,00","0,07 €","0,71 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2017,Ordenadores,Jun. 2017,Sábado,Galicia,Shopping - General,477,12,"0,00","1,41 €","2,52 %","0,00","0,12 €","2,96 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-ene-2017,Tablets,Ene. 2017,Lunes,Principado de Asturias,Shopping - General,247,2,"0,00","0,26 €","0,81 %","0,00","0,13 €","1,05 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-jun-2017,Ordenadores,Jun. 2017,Viernes,Comunidad de Madrid,Shopping - General,2.686,49,"1,00","5,56 €","1,82 %","0,00","0,11 €","2,07 €","0,11 €","5,56 €","2,04 %","21,94","121,97","121,97"
09-jun-2017,Tablets,Jun. 2017,Viernes,Cantabria,Shopping - General,69,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-mar-2017,Ordenadores,Mar. 2017,Viernes,Cataluña,Shopping - General,842,13,"0,00","1,38 €","1,54 %","0,00","0,11 €","1,64 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ene-2017,Ordenadores,Ene. 2017,Domingo,Castilla-La Mancha,Shopping - General,825,7,"1,00","0,65 €","0,85 %","0,00","0,09 €","0,79 €","0,09 €","0,65 €","14,29 %","64,58","41,98","41,98"
11-mar-2017,Tablets,Mar. 2017,Sábado,Galicia,Shopping - General,78,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-may-2017,Móviles,May. 2017,Domingo,País Vasco,Shopping - General,1.333,31,"0,00","2,18 €","2,33 %","0,00","0,07 €","1,64 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2017,Tablets,Jun. 2017,Domingo,La Rioja,Shopping - General,77,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jul-2017,Tablets,Jul. 2017,Jueves,Principado de Asturias,Shopping - General,216,5,"0,00","0,52 €","2,31 %","0,00","0,10 €","2,41 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-jun-2017,Tablets,Jun. 2017,Sábado,Aragón,Shopping - General,126,5,"0,00","0,78 €","3,97 %","0,00","0,16 €","6,19 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ene-2017,Móviles,Ene. 2017,Martes,Comunidad Valenciana,Shopping - General,2.752,60,"0,00","4,73 €","2,18 %","0,00","0,08 €","1,72 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-feb-2017,Tablets,Feb. 2017,Viernes,Aragón,Shopping - General,54,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-ene-2017,Móviles,Ene. 2017,Lunes,Galicia,Shopping - General,14.479,376,"8,00","48,08 €","2,60 %","0,00","0,13 €","3,32 €","0,13 €","6,01 €","2,13 %","5,25","252,18","31,52"
14-mar-2017,Ordenadores,Mar. 2017,Martes,Andalucía,Shopping - General,1.055,32,"1,00","2,61 €","3,03 %","0,00","0,08 €","2,47 €","0,08 €","2,61 €","3,12 %","13,41","34,99","34,99"
14-ene-2017,Ordenadores,Ene. 2017,Sábado,Región de Murcia,Shopping - General,506,11,"0,00","0,92 €","2,17 %","0,00","0,08 €","1,82 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-feb-2017,Móviles,Feb. 2017,Domingo,Región de Murcia,Shopping - General,1.137,19,"0,00","1,76 €","1,67 %","0,00","0,09 €","1,55 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-may-2017,Móviles,May. 2017,Jueves,Cantabria,Shopping - General,1.453,30,"0,00","4,50 €","2,06 %","0,00","0,15 €","3,10 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-jul-2017,Ordenadores,Jul. 2017,Domingo,Cataluña,Shopping - General,1.020,22,"2,00","1,25 €","2,16 %","0,00","0,06 €","1,23 €","0,06 €","0,62 €","9,09 %","89,02","111,28","55,64"
28-mar-2017,Tablets,Mar. 2017,Martes,Extremadura,Shopping - General,81,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ene-2017,Tablets,Ene. 2017,Sábado,Islas Baleares,Shopping - General,148,3,"0,00","0,27 €","2,03 %","0,00","0,09 €","1,82 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-may-2017,Ordenadores,May. 2017,Martes,La Rioja,Shopping - General,161,8,"0,00","0,42 €","4,97 %","0,00","0,05 €","2,61 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-feb-2017,Ordenadores,Feb. 2017,Sábado,Navarra,Shopping - General,157,3,"0,00","0,13 €","1,91 %","0,00","0,04 €","0,83 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-jun-2017,Tablets,Jun. 2017,Sábado,Castilla y León,Shopping - General,387,5,"0,00","0,32 €","1,29 %","0,00","0,06 €","0,83 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
