Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
12-nov-2015,Tablets,Nov. 2015,Jueves,Castilla y León,Shopping - General,343,5,"0,00","1,41 €","1,46 %","0,00","0,28 €","4,11 €","0,28 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jul-2015,Móviles,Jul. 2015,Sábado,La Rioja,Shopping - General,228,12,"0,00","2,52 €","5,26 %","0,00","0,21 €","11,05 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-nov-2015,Tablets,Nov. 2015,Viernes,Principado de Asturias,Shopping - General,1.243,18,"0,00","2,63 €","1,45 %","0,00","0,15 €","2,12 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-oct-2015,Ordenadores,Oct. 2015,Lunes,Islas Baleares,Shopping - General,592,11,"0,00","2,76 €","1,86 %","0,00","0,25 €","4,66 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-sep-2015,Móviles,Sep. 2015,Sábado,Cataluña,Shopping - General,1.146,32,"1,00","4,40 €","2,79 %","0,00","0,14 €","3,84 €","0,14 €","4,40 €","3,12 %","17,22","75,75","75,75"
07-ago-2015,Tablets,Ago. 2015,Viernes,Castilla y León,Shopping - General,203,4,"0,00","0,60 €","1,97 %","0,00","0,15 €","2,96 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jul-2015,Tablets,Jul. 2015,Miércoles,Castilla-La Mancha,Shopping - General,1.100,16,"0,00","4,12 €","1,45 %","0,00","0,26 €","3,75 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-nov-2015,Tablets,Nov. 2015,Domingo,Galicia,Shopping - General,3.205,43,"0,00","8,78 €","1,34 %","0,00","0,20 €","2,74 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-oct-2015,Tablets,Oct. 2015,Domingo,País Vasco,Shopping - General,1.710,40,"0,00","9,33 €","2,34 %","0,00","0,23 €","5,46 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-nov-2015,Tablets,Nov. 2015,Domingo,La Rioja,Shopping - General,335,6,"0,00","0,52 €","1,79 %","0,00","0,09 €","1,55 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ago-2015,Ordenadores,Ago. 2015,Lunes,Andalucía,Shopping - General,2.044,61,"0,00","12,39 €","2,98 %","0,00","0,20 €","6,06 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-sep-2015,Tablets,Sep. 2015,Jueves,Sin especificar,Shopping - General,5,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-oct-2015,Ordenadores,Oct. 2015,Martes,Andalucía,Shopping - General,12.099,169,"1,00","37,47 €","1,40 %","0,00","0,22 €","3,10 €","0,22 €","37,47 €","0,59 %","0,37","13,89","13,89"
30-sep-2015,Ordenadores,Sep. 2015,Miércoles,Región de Murcia,Shopping - General,198,3,"0,00","0,34 €","1,52 %","0,00","0,11 €","1,72 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-sep-2015,Tablets,Sep. 2015,Sábado,Cataluña,Shopping - General,1.108,13,"0,00","1,55 €","1,17 %","0,00","0,12 €","1,40 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jul-2015,Ordenadores,Jul. 2015,Martes,Castilla-La Mancha,Shopping - General,1.587,48,"0,00","10,76 €","3,02 %","0,00","0,22 €","6,78 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jul-2015,Ordenadores,Jul. 2015,Miércoles,Extremadura,Shopping - General,1.323,30,"0,00","9,83 €","2,27 %","0,00","0,33 €","7,43 €","0,33 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-sep-2015,Ordenadores,Sep. 2015,Martes,Comunidad de Madrid,Shopping - General,1.611,40,"1,00","4,83 €","2,48 %","0,00","0,12 €","3,00 €","0,12 €","4,83 €","2,50 %","1,64","7,94","7,94"
17-sep-2015,Ordenadores,Sep. 2015,Jueves,Castilla-La Mancha,Shopping - General,253,5,"0,00","0,82 €","1,98 %","0,00","0,16 €","3,24 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-dic-2015,Móviles,Dic. 2015,Viernes,Principado de Asturias,Shopping - General,1.755,51,"0,00","7,43 €","2,91 %","0,00","0,15 €","4,23 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-dic-2015,Móviles,Dic. 2015,Sábado,Comunidad Valenciana,Shopping - General,11.292,371,"3,00","48,30 €","3,29 %","0,00","0,13 €","4,28 €","0,13 €","16,10 €","0,81 %","5,32","256,77","85,59"
27-ago-2015,Tablets,Ago. 2015,Jueves,Comunidad Valenciana,Shopping - General,600,9,"0,00","1,31 €","1,50 %","0,00","0,15 €","2,18 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-nov-2015,Ordenadores,Nov. 2015,Lunes,Islas Baleares,Shopping - General,619,15,"0,00","2,56 €","2,42 %","0,00","0,17 €","4,14 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ago-2015,Ordenadores,Ago. 2015,Viernes,Castilla y León,Shopping - General,536,23,"1,00","4,46 €","4,29 %","0,00","0,19 €","8,32 €","0,19 €","4,46 €","4,35 %","28,28","126,15","126,15"
01-dic-2015,Ordenadores,Dic. 2015,Martes,Aragón,Shopping - General,3.117,79,"2,00","13,79 €","2,53 %","0,00","0,17 €","4,42 €","0,17 €","6,90 €","2,53 %","11,74","161,88","80,94"
03-oct-2015,Tablets,Oct. 2015,Sábado,Aragón,Shopping - General,92,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-jul-2015,Móviles,Jul. 2015,Viernes,Andalucía,Shopping - General,9.037,308,"2,00","51,40 €","3,41 %","0,00","0,17 €","5,69 €","0,17 €","25,70 €","0,65 %","12,45","639,90","319,95"
23-nov-2015,Ordenadores,Nov. 2015,Lunes,Comunidad Valenciana,Shopping - General,6.135,183,"3,00","19,55 €","2,98 %","0,00","0,11 €","3,19 €","0,11 €","6,52 €","1,64 %","6,37","124,63","41,54"
24-oct-2015,Móviles,Oct. 2015,Sábado,País Vasco,Shopping - General,2.250,67,"0,00","13,40 €","2,98 %","0,00","0,20 €","5,96 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-dic-2015,Móviles,Dic. 2015,Martes,Castilla y León,Shopping - General,3.567,114,"5,00","13,36 €","3,20 %","0,00","0,12 €","3,75 €","0,12 €","2,67 €","4,50 %","25,39","338,39","67,68"
21-sep-2015,Móviles,Sep. 2015,Lunes,Navarra,Shopping - General,42,3,"0,00","0,30 €","7,14 %","0,00","0,10 €","7,14 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-jul-2015,Tablets,Jul. 2015,Viernes,La Rioja,Shopping - General,66,4,"0,00","0,58 €","6,06 %","0,00","0,14 €","8,79 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-sep-2015,Tablets,Sep. 2015,Viernes,Región de Murcia,Shopping - General,83,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-oct-2015,Ordenadores,Oct. 2015,Viernes,Galicia,Shopping - General,2.083,36,"0,00","5,79 €","1,73 %","0,00","0,16 €","2,78 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-dic-2015,Tablets,Dic. 2015,Martes,Aragón,Shopping - General,2.284,43,"0,00","8,44 €","1,88 %","0,00","0,20 €","3,70 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ago-2015,Tablets,Ago. 2015,Viernes,País Vasco,Shopping - General,146,2,"0,00","0,34 €","1,37 %","0,00","0,17 €","2,33 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-sep-2015,Ordenadores,Sep. 2015,Martes,Galicia,Shopping - General,286,8,"0,00","0,77 €","2,80 %","0,00","0,10 €","2,69 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-dic-2015,Ordenadores,Dic. 2015,Domingo,Sin especificar,Shopping - General,222,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-dic-2015,Tablets,Dic. 2015,Domingo,País Vasco,Shopping - General,3.542,43,"2,00","8,59 €","1,21 %","0,00","0,20 €","2,43 €","0,20 €","4,30 €","4,65 %","7,01","60,23","30,12"
19-dic-2015,Móviles,Dic. 2015,Sábado,Aragón,Shopping - General,1.692,36,"0,00","3,69 €","2,13 %","0,00","0,10 €","2,18 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jul-2015,Móviles,Jul. 2015,Domingo,País Vasco,Shopping - General,1.549,45,"0,00","7,00 €","2,91 %","0,00","0,16 €","4,52 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-dic-2015,Tablets,Dic. 2015,Sábado,Andalucía,Shopping - General,7.765,125,"2,00","19,50 €","1,61 %","0,00","0,16 €","2,51 €","0,16 €","9,75 €","1,60 %","5,87","114,39","57,19"
05-jul-2015,Tablets,Jul. 2015,Domingo,Galicia,Shopping - General,347,13,"1,00","2,16 €","3,75 %","0,00","0,17 €","6,22 €","0,17 €","2,16 €","7,69 %","8,77","18,94","18,94"
01-sep-2015,Móviles,Sep. 2015,Martes,Región de Murcia,Shopping - General,236,6,"0,00","0,78 €","2,54 %","0,00","0,13 €","3,31 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-oct-2015,Móviles,Oct. 2015,Martes,Castilla-La Mancha,Shopping - General,799,27,"0,00","4,67 €","3,38 %","0,00","0,17 €","5,84 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-sep-2015,Ordenadores,Sep. 2015,Viernes,Islas Baleares,Shopping - General,171,3,"0,00","0,50 €","1,75 %","0,00","0,17 €","2,92 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-dic-2015,Móviles,Dic. 2015,Miércoles,Comunidad Valenciana,Shopping - General,7.432,204,"0,00","26,14 €","2,74 %","0,00","0,13 €","3,52 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-dic-2015,Tablets,Dic. 2015,Sábado,País Vasco,Shopping - General,2.373,34,"2,00","5,33 €","1,43 %","0,00","0,16 €","2,25 €","0,16 €","2,66 €","5,88 %","34,30","182,84","91,42"
02-ago-2015,Móviles,Ago. 2015,Domingo,Aragón,Shopping - General,255,11,"0,00","1,55 €","4,31 %","0,00","0,14 €","6,08 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-ago-2015,Tablets,Ago. 2015,Martes,Sin especificar,Shopping - General,36,1,"0,00","0,13 €","2,78 %","0,00","0,13 €","3,61 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-sep-2015,Ordenadores,Sep. 2015,Lunes,Islas Baleares,Shopping - General,202,2,"0,00","0,22 €","0,99 %","0,00","0,11 €","1,09 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-sep-2015,Tablets,Sep. 2015,Lunes,Sin especificar,Shopping - General,22,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-ago-2015,Ordenadores,Ago. 2015,Domingo,Comunidad Valenciana,Shopping - General,655,11,"1,00","1,78 €","1,68 %","0,00","0,16 €","2,72 €","0,16 €","1,78 €","9,09 %","38,17","67,95","67,95"
22-sep-2015,Tablets,Sep. 2015,Martes,Extremadura,Shopping - General,40,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-oct-2015,Ordenadores,Oct. 2015,Miércoles,Extremadura,Shopping - General,144,4,"0,00","0,85 €","2,78 %","0,00","0,21 €","5,90 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-nov-2015,Móviles,Nov. 2015,Domingo,Comunidad de Madrid,Shopping - General,3.475,131,"3,00","5,81 €","3,77 %","0,00","0,04 €","1,67 €","0,04 €","1,94 €","2,29 %","13,88","80,66","26,89"
16-dic-2015,Tablets,Dic. 2015,Miércoles,La Rioja,Shopping - General,210,1,"0,00","0,18 €","0,48 %","0,00","0,18 €","0,86 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-nov-2015,Ordenadores,Nov. 2015,Viernes,Galicia,Shopping - General,894,17,"0,00","3,65 €","1,90 %","0,00","0,21 €","4,08 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-nov-2015,Ordenadores,Nov. 2015,Miércoles,Cataluña,Shopping - General,7.246,199,"3,00","23,89 €","2,75 %","0,00","0,12 €","3,30 €","0,12 €","7,96 €","1,51 %","4,47","106,80","35,60"
22-dic-2015,Tablets,Dic. 2015,Martes,Castilla y León,Shopping - General,1.939,43,"1,00","6,25 €","2,22 %","0,00","0,15 €","3,22 €","0,15 €","6,25 €","2,33 %","9,92","61,99","61,99"
30-dic-2015,Ordenadores,Dic. 2015,Miércoles,Islas Baleares,Shopping - General,1.131,22,"0,00","4,55 €","1,95 %","0,00","0,21 €","4,02 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-sep-2015,Móviles,Sep. 2015,Miércoles,Navarra,Shopping - General,100,4,"0,00","0,60 €","4,00 %","0,00","0,15 €","6,00 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-oct-2015,Ordenadores,Oct. 2015,Lunes,Aragón,Shopping - General,2.581,47,"1,00","10,06 €","1,82 %","0,00","0,21 €","3,90 €","0,21 €","10,06 €","2,13 %","9,70","97,59","97,59"
22-jul-2015,Móviles,Jul. 2015,Miércoles,Aragón,Shopping - General,404,20,"0,00","2,06 €","4,95 %","0,00","0,10 €","5,10 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-ago-2015,Ordenadores,Ago. 2015,Lunes,Región de Murcia,Shopping - General,937,25,"2,00","5,71 €","2,67 %","0,00","0,23 €","6,09 €","0,23 €","2,86 €","8,00 %","2,78","15,88","7,94"
20-oct-2015,Ordenadores,Oct. 2015,Martes,Navarra,Shopping - General,425,11,"0,00","2,75 €","2,59 %","0,00","0,25 €","6,47 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jul-2015,Móviles,Jul. 2015,Lunes,Cataluña,Shopping - General,5.249,218,"3,00","47,71 €","4,15 %","0,00","0,22 €","9,09 €","0,22 €","15,90 €","1,38 %","6,36","303,20","101,07"
10-jul-2015,Ordenadores,Jul. 2015,Viernes,Castilla-La Mancha,Shopping - General,2.189,64,"1,00","21,01 €","2,92 %","0,00","0,33 €","9,60 €","0,33 €","21,01 €","1,56 %","0,43","8,94","8,94"
30-sep-2015,Tablets,Sep. 2015,Miércoles,Castilla-La Mancha,Shopping - General,157,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-oct-2015,Tablets,Oct. 2015,Jueves,Navarra,Shopping - General,233,7,"0,00","1,82 €","3,00 %","0,00","0,26 €","7,81 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jul-2015,Móviles,Jul. 2015,Viernes,La Rioja,Shopping - General,122,4,"0,00","0,82 €","3,28 %","0,00","0,20 €","6,72 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-sep-2015,Ordenadores,Sep. 2015,Domingo,Castilla-La Mancha,Shopping - General,253,1,"0,00","0,10 €","0,40 %","0,00","0,10 €","0,40 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-ago-2015,Móviles,Ago. 2015,Sábado,Cataluña,Shopping - General,1.777,51,"1,00","8,24 €","2,87 %","0,00","0,16 €","4,64 €","0,16 €","8,24 €","1,96 %","20,62","169,95","169,95"
24-dic-2015,Ordenadores,Dic. 2015,Jueves,Extremadura,Shopping - General,851,23,"1,00","2,93 €","2,70 %","0,00","0,13 €","3,44 €","0,13 €","2,93 €","4,35 %","16,72","48,98","48,98"
05-dic-2015,Tablets,Dic. 2015,Sábado,Castilla-La Mancha,Shopping - General,1.936,30,"0,00","5,25 €","1,55 %","0,00","0,18 €","2,71 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jul-2015,Ordenadores,Jul. 2015,Lunes,Andalucía,Shopping - General,12.343,258,"6,00","70,45 €","2,09 %","0,00","0,27 €","5,71 €","0,27 €","11,74 €","2,33 %","6,23","438,66","73,11"
31-jul-2015,Móviles,Jul. 2015,Viernes,Comunidad de Madrid,Shopping - General,3.688,117,"1,00","20,40 €","3,17 %","0,00","0,17 €","5,53 €","0,17 €","20,40 €","0,85 %","2,59","52,89","52,89"
06-jul-2015,Tablets,Jul. 2015,Lunes,Castilla y León,Shopping - General,675,11,"0,00","3,81 €","1,63 %","0,00","0,35 €","5,64 €","0,35 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-sep-2015,Tablets,Sep. 2015,Domingo,La Rioja,Shopping - General,37,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-jul-2015,Ordenadores,Jul. 2015,Lunes,Principado de Asturias,Shopping - General,427,12,"0,00","1,69 €","2,81 %","0,00","0,14 €","3,96 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-jul-2015,Tablets,Jul. 2015,Jueves,Cataluña,Shopping - General,1.992,28,"1,00","7,42 €","1,41 %","0,00","0,26 €","3,72 €","0,26 €","7,42 €","3,57 %","7,66","56,84","56,84"
31-dic-2015,Ordenadores,Dic. 2015,Jueves,Comunidad de Madrid,Shopping - General,8.497,166,"2,00","30,25 €","1,95 %","0,00","0,18 €","3,56 €","0,18 €","15,12 €","1,20 %","2,80","84,85","42,43"
04-sep-2015,Ordenadores,Sep. 2015,Viernes,La Rioja,Shopping - General,35,1,"0,00","0,19 €","2,86 %","0,00","0,19 €","5,43 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-dic-2015,Móviles,Dic. 2015,Martes,Región de Murcia,Shopping - General,3.243,112,"0,00","15,20 €","3,45 %","0,00","0,14 €","4,69 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-oct-2015,Tablets,Oct. 2015,Jueves,Cataluña,Shopping - General,510,6,"1,00","0,58 €","1,18 %","0,00","0,10 €","1,14 €","0,10 €","0,58 €","16,67 %","58,52","33,94","33,94"
12-jul-2015,Tablets,Jul. 2015,Domingo,Comunidad de Madrid,Shopping - General,7.509,105,"3,00","24,01 €","1,40 %","0,00","0,23 €","3,20 €","0,23 €","7,80 €","2,91 %","23,79","556,84","185,61"
01-oct-2015,Tablets,Oct. 2015,Jueves,Galicia,Shopping - General,156,2,"0,00","0,61 €","1,28 %","0,00","0,30 €","3,91 €","0,30 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-nov-2015,Móviles,Nov. 2015,Domingo,La Rioja,Shopping - General,79,4,"0,00","0,22 €","5,06 %","0,00","0,06 €","2,78 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-oct-2015,Móviles,Oct. 2015,Domingo,La Rioja,Shopping - General,66,2,"0,00","0,31 €","3,03 %","0,00","0,16 €","4,70 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-oct-2015,Tablets,Oct. 2015,Martes,Castilla y León,Shopping - General,352,4,"0,00","1,18 €","1,14 %","0,00","0,30 €","3,35 €","0,30 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-nov-2015,Móviles,Nov. 2015,Sábado,Sin especificar,Shopping - General,407,17,"0,00","2,28 €","4,18 %","0,00","0,13 €","5,60 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-dic-2015,Móviles,Dic. 2015,Miércoles,La Rioja,Shopping - General,368,15,"0,00","1,93 €","4,08 %","0,00","0,13 €","5,24 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-ago-2015,Tablets,Ago. 2015,Viernes,Principado de Asturias,Shopping - General,146,1,"0,00","0,53 €","0,68 %","0,00","0,53 €","3,63 €","0,53 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-oct-2015,Tablets,Oct. 2015,Jueves,Navarra,Shopping - General,28,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jul-2015,Móviles,Jul. 2015,Lunes,Comunidad Valenciana,Shopping - General,2.607,110,"2,00","38,25 €","4,22 %","0,00","0,35 €","14,67 €","0,35 €","19,12 €","1,82 %","3,06","116,89","58,44"
01-ago-2015,Tablets,Ago. 2015,Sábado,Sin especificar,Shopping - General,9,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-nov-2015,Ordenadores,Nov. 2015,Lunes,País Vasco,Shopping - General,3.184,76,"1,00","8,77 €","2,39 %","0,00","0,12 €","2,75 €","0,12 €","8,77 €","1,32 %","10,26","89,95","89,95"
16-nov-2015,Móviles,Nov. 2015,Lunes,Castilla-La Mancha,Shopping - General,1.004,39,"2,00","3,84 €","3,88 %","0,00","0,10 €","3,82 €","0,10 €","1,92 €","5,13 %","29,41","112,92","56,46"
26-ago-2015,Tablets,Ago. 2015,Miércoles,Región de Murcia,Shopping - General,116,1,"1,00","0,01 €","0,86 %","0,00","0,01 €","0,09 €","0,01 €","0,01 €","100,00 %","1.249,00","12,49","12,49"
06-jul-2015,Tablets,Jul. 2015,Lunes,Castilla-La Mancha,Shopping - General,709,11,"0,00","2,53 €","1,55 %","0,00","0,23 €","3,57 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-jul-2015,Tablets,Jul. 2015,Miércoles,Comunidad de Madrid,Shopping - General,4.964,84,"5,00","17,63 €","1,69 %","0,00","0,21 €","3,55 €","0,21 €","3,53 €","5,95 %","3,44","60,65","12,13"
26-sep-2015,Móviles,Sep. 2015,Sábado,Andalucía,Shopping - General,1.564,41,"0,00","6,00 €","2,62 %","0,00","0,15 €","3,84 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-oct-2015,Ordenadores,Oct. 2015,Miércoles,Galicia,Shopping - General,1.856,35,"0,00","5,54 €","1,89 %","0,00","0,16 €","2,98 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-ago-2015,Móviles,Ago. 2015,Sábado,La Rioja,Shopping - General,5,1,"0,00","0,13 €","20,00 %","0,00","0,13 €","26,00 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-nov-2015,Móviles,Nov. 2015,Viernes,Comunidad Valenciana,Shopping - General,643,16,"0,00","0,67 €","2,49 %","0,00","0,04 €","1,04 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-dic-2015,Móviles,Dic. 2015,Domingo,Sin especificar,Shopping - General,2.137,59,"1,00","8,55 €","2,76 %","0,00","0,14 €","4,00 €","0,14 €","8,55 €","1,69 %","14,13","120,79","120,79"
05-sep-2015,Móviles,Sep. 2015,Sábado,Comunidad de Madrid,Shopping - General,1.129,29,"1,00","2,03 €","2,57 %","0,00","0,07 €","1,80 €","0,07 €","2,03 €","3,45 %","9,84","19,98","19,98"
18-dic-2015,Móviles,Dic. 2015,Viernes,Islas Baleares,Shopping - General,778,15,"0,00","2,07 €","1,93 %","0,00","0,14 €","2,66 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-sep-2015,Tablets,Sep. 2015,Miércoles,Aragón,Shopping - General,38,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-nov-2015,Tablets,Nov. 2015,Lunes,Castilla-La Mancha,Shopping - General,1.157,28,"0,00","4,47 €","2,42 %","0,00","0,16 €","3,86 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-nov-2015,Tablets,Nov. 2015,Miércoles,Castilla-La Mancha,Shopping - General,271,7,"0,00","1,36 €","2,58 %","0,00","0,19 €","5,02 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-sep-2015,Tablets,Sep. 2015,Viernes,Andalucía,Shopping - General,1.614,11,"2,00","2,43 €","0,68 %","0,00","0,22 €","1,51 €","0,22 €","1,22 €","18,18 %","19,90","48,36","24,18"
03-oct-2015,Móviles,Oct. 2015,Sábado,Castilla-La Mancha,Shopping - General,323,6,"0,00","0,60 €","1,86 %","0,00","0,10 €","1,86 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-jul-2015,Ordenadores,Jul. 2015,Domingo,Andalucía,Shopping - General,2.349,88,"1,00","13,81 €","3,75 %","0,00","0,16 €","5,88 €","0,16 €","13,81 €","1,14 %","0,94","12,94","12,94"
05-jul-2015,Móviles,Jul. 2015,Domingo,Comunidad de Madrid,Shopping - General,5.035,216,"0,00","22,53 €","4,29 %","0,00","0,10 €","4,47 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-ago-2015,Móviles,Ago. 2015,Sábado,Galicia,Shopping - General,532,18,"1,00","2,48 €","3,38 %","0,00","0,14 €","4,66 €","0,14 €","2,48 €","5,56 %","13,65","33,84","33,84"
20-ago-2015,Ordenadores,Ago. 2015,Jueves,Andalucía,Shopping - General,2.618,42,"0,00","7,76 €","1,60 %","0,00","0,18 €","2,96 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-sep-2015,Ordenadores,Sep. 2015,Miércoles,Región de Murcia,Shopping - General,116,4,"0,00","0,48 €","3,45 %","0,00","0,12 €","4,14 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-oct-2015,Ordenadores,Oct. 2015,Jueves,Galicia,Shopping - General,2.406,51,"0,00","12,18 €","2,12 %","0,00","0,24 €","5,06 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jul-2015,Móviles,Jul. 2015,Domingo,Región de Murcia,Shopping - General,848,28,"0,00","3,43 €","3,30 %","0,00","0,12 €","4,04 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-oct-2015,Tablets,Oct. 2015,Domingo,Galicia,Shopping - General,324,1,"0,00","0,26 €","0,31 %","0,00","0,26 €","0,80 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-ago-2015,Tablets,Ago. 2015,Jueves,Islas Baleares,Shopping - General,216,1,"0,00","0,23 €","0,46 %","0,00","0,23 €","1,06 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-sep-2015,Ordenadores,Sep. 2015,Jueves,Extremadura,Shopping - General,48,1,"0,00","0,04 €","2,08 %","0,00","0,04 €","0,83 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-jul-2015,Ordenadores,Jul. 2015,Domingo,Cantabria,Shopping - General,113,6,"0,00","0,81 €","5,31 %","0,00","0,14 €","7,17 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jul-2015,Ordenadores,Jul. 2015,Sábado,Cataluña,Shopping - General,6.261,142,"2,00","36,43 €","2,27 %","0,00","0,26 €","5,82 €","0,26 €","18,22 €","1,41 %","7,88","286,90","143,45"
03-dic-2015,Tablets,Dic. 2015,Jueves,Islas Baleares,Shopping - General,872,11,"0,00","1,70 €","1,26 %","0,00","0,15 €","1,95 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
