Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
04-mar-2015,Móviles,Mar. 2015,Miércoles,Extremadura,Shopping - General,96,3,"0,00","0,15 €","3,12 %","0,00","0,05 €","1,56 €","0,05 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-abr-2015,Ordenadores,Abr. 2015,Viernes,Región de Murcia,Shopping - General,832,8,"0,00","1,55 €","0,96 %","0,00","0,19 €","1,86 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-may-2015,Móviles,May. 2015,Miércoles,La Rioja,Shopping - General,85,2,"0,00","0,37 €","2,35 %","0,00","0,18 €","4,35 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2015,Ordenadores,Jun. 2015,Domingo,Castilla-La Mancha,Shopping - General,1.652,64,"2,00","17,17 €","3,87 %","0,00","0,27 €","10,39 €","0,27 €","8,58 €","3,12 %","11,67","200,40","100,20"
16-feb-2015,Móviles,Feb. 2015,Lunes,Región de Murcia,Shopping - General,336,8,"0,00","0,69 €","2,38 %","0,00","0,09 €","2,05 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-jun-2015,Móviles,Jun. 2015,Miércoles,Cantabria,Shopping - General,98,3,"0,00","0,38 €","3,06 %","0,00","0,13 €","3,88 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2015,Tablets,May. 2015,Viernes,Castilla-La Mancha,Shopping - General,395,4,"0,00","0,92 €","1,01 %","0,00","0,23 €","2,33 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-feb-2015,Móviles,Feb. 2015,Jueves,Comunidad Valenciana,Shopping - General,972,29,"0,00","3,02 €","2,98 %","0,00","0,10 €","3,11 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-mar-2015,Tablets,Mar. 2015,Viernes,Comunidad Valenciana,Shopping - General,580,3,"0,00","0,41 €","0,52 %","0,00","0,14 €","0,71 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2015,Móviles,May. 2015,Sábado,Castilla y León,Shopping - General,585,17,"0,00","2,34 €","2,91 %","0,00","0,14 €","4,00 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-jun-2015,Ordenadores,Jun. 2015,Jueves,Extremadura,Shopping - General,469,13,"0,00","1,73 €","2,77 %","0,00","0,13 €","3,69 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-mar-2015,Tablets,Mar. 2015,Domingo,Aragón,Shopping - General,237,5,"0,00","0,78 €","2,11 %","0,00","0,16 €","3,29 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2015,Ordenadores,Mar. 2015,Jueves,Canarias,Shopping - General,282,6,"0,00","1,42 €","2,13 %","0,00","0,24 €","5,04 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2015,Ordenadores,Mar. 2015,Jueves,País Vasco,Shopping - General,260,6,"0,00","0,64 €","2,31 %","0,00","0,11 €","2,46 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-abr-2015,Ordenadores,Abr. 2015,Miércoles,Región de Murcia,Shopping - General,256,6,"0,00","0,77 €","2,34 %","0,00","0,13 €","3,01 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-ene-2015,Móviles,Ene. 2015,Viernes,Andalucía,Shopping - General,3.514,105,"1,00","15,81 €","2,99 %","0,00","0,15 €","4,50 €","0,15 €","15,81 €","0,95 %","1,83","28,94","28,94"
27-jun-2015,Móviles,Jun. 2015,Sábado,Galicia,Shopping - General,1.952,99,"2,00","15,32 €","5,07 %","0,00","0,15 €","7,85 €","0,15 €","7,66 €","2,02 %","8,93","136,79","68,40"
18-feb-2015,Tablets,Feb. 2015,Miércoles,Castilla y León,Shopping - General,440,5,"0,00","0,87 €","1,14 %","0,00","0,17 €","1,98 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-mar-2015,Ordenadores,Mar. 2015,Miércoles,Castilla y León,Shopping - General,387,10,"0,00","1,13 €","2,58 %","0,00","0,11 €","2,92 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-ene-2015,Tablets,Ene. 2015,Domingo,Región de Murcia,Shopping - General,149,2,"0,00","0,30 €","1,34 %","0,00","0,15 €","2,01 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-mar-2015,Ordenadores,Mar. 2015,Domingo,Comunidad Valenciana,Shopping - General,284,9,"0,00","0,91 €","3,17 %","0,00","0,10 €","3,20 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-may-2015,Tablets,May. 2015,Sábado,La Rioja,Shopping - General,58,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-ene-2015,Móviles,Ene. 2015,Viernes,Andalucía,Shopping - General,1.967,45,"0,00","5,90 €","2,29 %","0,00","0,13 €","3,00 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2015,Móviles,Ene. 2015,Domingo,Ceuta,Shopping - General,3,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-may-2015,Ordenadores,May. 2015,Miércoles,Islas Baleares,Shopping - General,729,16,"0,00","2,70 €","2,19 %","0,00","0,17 €","3,70 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-jun-2015,Tablets,Jun. 2015,Viernes,Comunidad de Madrid,Shopping - General,3.676,56,"2,00","11,92 €","1,52 %","0,00","0,21 €","3,24 €","0,21 €","5,96 €","3,57 %","15,26","181,89","90,94"
25-jun-2015,Tablets,Jun. 2015,Jueves,País Vasco,Shopping - General,314,4,"1,00","0,39 €","1,27 %","0,00","0,10 €","1,24 €","0,10 €","0,39 €","25,00 %","118,90","46,37","46,37"
20-may-2015,Tablets,May. 2015,Miércoles,Región de Murcia,Shopping - General,340,6,"0,00","0,79 €","1,76 %","0,00","0,13 €","2,32 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-feb-2015,Ordenadores,Feb. 2015,Viernes,Cataluña,Shopping - General,1.249,15,"0,00","2,35 €","1,20 %","0,00","0,16 €","1,88 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-mar-2015,Tablets,Mar. 2015,Domingo,Comunidad de Madrid,Shopping - General,600,13,"0,00","1,42 €","2,17 %","0,00","0,11 €","2,37 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-may-2015,Tablets,May. 2015,Lunes,Principado de Asturias,Shopping - General,125,1,"0,00","0,07 €","0,80 %","0,00","0,07 €","0,56 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-feb-2015,Tablets,Feb. 2015,Martes,Sin especificar,Shopping - General,36,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-ene-2015,Tablets,Ene. 2015,Domingo,Región de Murcia,Shopping - General,436,5,"0,00","0,83 €","1,15 %","0,00","0,17 €","1,90 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-feb-2015,Móviles,Feb. 2015,Miércoles,Ceuta,Shopping - General,61,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2015,Tablets,Mar. 2015,Jueves,Canarias,Shopping - General,120,1,"0,00","0,32 €","0,83 %","0,00","0,32 €","2,67 €","0,32 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-abr-2015,Tablets,Abr. 2015,Sábado,Sin especificar,Shopping - General,28,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-ene-2015,Móviles,Ene. 2015,Sábado,Castilla-La Mancha,Shopping - General,477,10,"0,00","1,43 €","2,10 %","0,00","0,14 €","3,00 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-feb-2015,Tablets,Feb. 2015,Sábado,Extremadura,Shopping - General,341,2,"0,00","0,12 €","0,59 %","0,00","0,06 €","0,35 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-jun-2015,Móviles,Jun. 2015,Jueves,Comunidad de Madrid,Shopping - General,4.609,184,"0,00","30,09 €","3,99 %","0,00","0,16 €","6,53 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-may-2015,Ordenadores,May. 2015,Martes,Principado de Asturias,Shopping - General,466,6,"0,00","1,00 €","1,29 %","0,00","0,17 €","2,15 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-abr-2015,Tablets,Abr. 2015,Miércoles,Sin especificar,Shopping - General,14,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2015,Móviles,Feb. 2015,Lunes,Castilla-La Mancha,Shopping - General,614,19,"0,00","2,50 €","3,09 %","0,00","0,13 €","4,07 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-mar-2015,Móviles,Mar. 2015,Lunes,País Vasco,Shopping - General,94,3,"0,00","0,23 €","3,19 %","0,00","0,08 €","2,45 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-mar-2015,Tablets,Mar. 2015,Martes,Andalucía,Shopping - General,996,9,"0,00","1,18 €","0,90 %","0,00","0,13 €","1,18 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-feb-2015,Tablets,Feb. 2015,Jueves,País Vasco,Shopping - General,1.441,25,"0,00","4,31 €","1,73 %","0,00","0,17 €","2,99 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-mar-2015,Ordenadores,Mar. 2015,Viernes,Andalucía,Shopping - General,1.044,21,"0,00","2,09 €","2,01 %","0,00","0,10 €","2,00 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2015,Ordenadores,May. 2015,Sábado,Cantabria,Shopping - General,112,4,"0,00","0,64 €","3,57 %","0,00","0,16 €","5,71 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2015,Ordenadores,Abr. 2015,Miércoles,Comunidad Valenciana,Shopping - General,2.105,42,"0,00","6,35 €","2,00 %","0,00","0,15 €","3,02 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-feb-2015,Móviles,Feb. 2015,Jueves,País Vasco,Shopping - General,653,26,"0,00","2,61 €","3,98 %","0,00","0,10 €","4,00 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-mar-2015,Tablets,Mar. 2015,Sábado,Principado de Asturias,Shopping - General,146,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-mar-2015,Móviles,Mar. 2015,Domingo,Castilla y León,Shopping - General,85,2,"0,00","0,19 €","2,35 %","0,00","0,10 €","2,24 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-ene-2015,Ordenadores,Ene. 2015,Jueves,La Rioja,Shopping - General,173,1,"0,00","0,26 €","0,58 %","0,00","0,26 €","1,50 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-ene-2015,Ordenadores,Ene. 2015,Sábado,Islas Baleares,Shopping - General,192,6,"0,00","0,65 €","3,12 %","0,00","0,11 €","3,39 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
24-ene-2015,Móviles,Ene. 2015,Sábado,Castilla-La Mancha,Shopping - General,692,18,"0,00","2,77 €","2,60 %","0,00","0,15 €","4,00 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-feb-2015,Ordenadores,Feb. 2015,Miércoles,Islas Baleares,Shopping - General,181,3,"0,00","0,58 €","1,66 %","0,00","0,19 €","3,20 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-feb-2015,Ordenadores,Feb. 2015,Martes,Islas Baleares,Shopping - General,792,21,"0,00","5,32 €","2,65 %","0,00","0,25 €","6,72 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-feb-2015,Tablets,Feb. 2015,Lunes,Comunidad de Madrid,Shopping - General,1.574,15,"0,00","2,13 €","0,95 %","0,00","0,14 €","1,35 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-may-2015,Tablets,May. 2015,Martes,Castilla y León,Shopping - General,533,6,"0,00","0,93 €","1,13 %","0,00","0,16 €","1,74 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2015,Ordenadores,Feb. 2015,Lunes,Principado de Asturias,Shopping - General,698,10,"1,00","1,23 €","1,43 %","0,00","0,12 €","1,76 €","0,12 €","1,23 €","10,00 %","13,95","17,16","17,16"
27-mar-2015,Móviles,Mar. 2015,Viernes,Navarra,Shopping - General,43,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2015,Ordenadores,Jun. 2015,Viernes,Islas Baleares,Shopping - General,389,14,"0,00","3,46 €","3,60 %","0,00","0,25 €","8,89 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-may-2015,Móviles,May. 2015,Jueves,Castilla y León,Shopping - General,347,8,"0,00","0,88 €","2,31 %","0,00","0,11 €","2,54 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-mar-2015,Tablets,Mar. 2015,Viernes,Castilla-La Mancha,Shopping - General,288,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-mar-2015,Ordenadores,Mar. 2015,Martes,Galicia,Shopping - General,369,10,"0,00","1,04 €","2,71 %","0,00","0,10 €","2,82 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-abr-2015,Móviles,Abr. 2015,Domingo,Castilla-La Mancha,Shopping - General,255,6,"0,00","0,41 €","2,35 %","0,00","0,07 €","1,61 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jun-2015,Ordenadores,Jun. 2015,Domingo,Cataluña,Shopping - General,4.647,164,"6,00","34,19 €","3,53 %","0,00","0,21 €","7,36 €","0,21 €","5,70 €","3,66 %","23,78","813,18","135,53"
09-feb-2015,Ordenadores,Feb. 2015,Lunes,Sin especificar,Shopping - General,143,2,"0,00","0,48 €","1,40 %","0,00","0,24 €","3,36 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2015,Tablets,Feb. 2015,Lunes,Castilla-La Mancha,Shopping - General,650,4,"0,00","0,53 €","0,62 %","0,00","0,13 €","0,82 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-mar-2015,Ordenadores,Mar. 2015,Miércoles,Región de Murcia,Shopping - General,334,9,"0,00","0,70 €","2,69 %","0,00","0,08 €","2,10 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-abr-2015,Móviles,Abr. 2015,Miércoles,Melilla,Shopping - General,2,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-jun-2015,Tablets,Jun. 2015,Miércoles,Navarra,Shopping - General,226,3,"0,00","0,69 €","1,33 %","0,00","0,23 €","3,05 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jun-2015,Tablets,Jun. 2015,Jueves,Islas Baleares,Shopping - General,107,3,"0,00","0,57 €","2,80 %","0,00","0,19 €","5,33 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-mar-2015,Tablets,Mar. 2015,Miércoles,Extremadura,Shopping - General,99,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-ene-2015,Tablets,Ene. 2015,Domingo,Andalucía,Shopping - General,2.502,22,"0,00","2,90 €","0,88 %","0,00","0,13 €","1,16 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-jun-2015,Ordenadores,Jun. 2015,Lunes,Andalucía,Shopping - General,6.230,179,"3,00","36,18 €","2,87 %","0,00","0,20 €","5,81 €","0,20 €","12,06 €","1,68 %","5,94","214,82","71,61"
20-mar-2015,Móviles,Mar. 2015,Viernes,Comunidad Valenciana,Shopping - General,328,6,"0,00","0,35 €","1,83 %","0,00","0,06 €","1,07 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-ene-2015,Ordenadores,Ene. 2015,Sábado,Melilla,Shopping - General,8,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-feb-2015,Móviles,Feb. 2015,Miércoles,Sin especificar,Shopping - General,168,2,"0,00","0,22 €","1,19 %","0,00","0,11 €","1,31 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-abr-2015,Tablets,Abr. 2015,Jueves,País Vasco,Shopping - General,374,4,"0,00","0,92 €","1,07 %","0,00","0,23 €","2,46 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-feb-2015,Ordenadores,Feb. 2015,Sábado,Comunidad de Madrid,Shopping - General,2.582,61,"5,00","6,70 €","2,36 %","0,00","0,11 €","2,59 €","0,11 €","1,34 €","8,20 %","13,42","89,92","17,98"
03-abr-2015,Móviles,Abr. 2015,Viernes,Principado de Asturias,Shopping - General,77,3,"0,00","0,17 €","3,90 %","0,00","0,06 €","2,21 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-mar-2015,Ordenadores,Mar. 2015,Viernes,Islas Baleares,Shopping - General,78,1,"0,00","0,10 €","1,28 %","0,00","0,10 €","1,28 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-mar-2015,Móviles,Mar. 2015,Viernes,Islas Baleares,Shopping - General,53,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-may-2015,Tablets,May. 2015,Domingo,Extremadura,Shopping - General,382,6,"0,00","0,91 €","1,57 %","0,00","0,15 €","2,38 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-mar-2015,Ordenadores,Mar. 2015,Sábado,Castilla-La Mancha,Shopping - General,172,2,"0,00","0,18 €","1,16 %","0,00","0,09 €","1,05 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-abr-2015,Móviles,Abr. 2015,Miércoles,Andalucía,Shopping - General,881,39,"1,00","3,24 €","4,43 %","0,00","0,08 €","3,68 €","0,08 €","3,24 €","2,56 %","3,99","12,94","12,94"
13-mar-2015,Ordenadores,Mar. 2015,Viernes,Sin especificar,Shopping - General,63,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-abr-2015,Móviles,Abr. 2015,Domingo,Comunidad Valenciana,Shopping - General,455,13,"0,00","1,06 €","2,86 %","0,00","0,08 €","2,33 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ene-2015,Ordenadores,Ene. 2015,Miércoles,Castilla-La Mancha,Shopping - General,1.191,21,"0,00","2,53 €","1,76 %","0,00","0,12 €","2,12 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-may-2015,Ordenadores,May. 2015,Viernes,País Vasco,Shopping - General,1.064,16,"1,00","3,12 €","1,50 %","0,00","0,20 €","2,93 €","0,20 €","3,12 €","6,25 %","5,09","15,89","15,89"
28-mar-2015,Tablets,Mar. 2015,Sábado,Sin especificar,Shopping - General,53,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-abr-2015,Móviles,Abr. 2015,Domingo,Islas Baleares,Shopping - General,88,2,"0,00","0,19 €","2,27 %","0,00","0,10 €","2,16 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-abr-2015,Tablets,Abr. 2015,Martes,Canarias,Shopping - General,171,2,"0,00","0,55 €","1,17 %","0,00","0,28 €","3,22 €","0,28 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-jun-2015,Ordenadores,Jun. 2015,Martes,Principado de Asturias,Shopping - General,624,10,"0,00","2,56 €","1,60 %","0,00","0,26 €","4,10 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-mar-2015,Móviles,Mar. 2015,Domingo,Comunidad Valenciana,Shopping - General,742,16,"0,00","1,52 €","2,16 %","0,00","0,10 €","2,05 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-abr-2015,Ordenadores,Abr. 2015,Jueves,Islas Baleares,Shopping - General,199,6,"0,00","1,02 €","3,02 %","0,00","0,17 €","5,13 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
31-ene-2015,Tablets,Ene. 2015,Sábado,Canarias,Shopping - General,408,3,"0,00","0,46 €","0,74 %","0,00","0,15 €","1,13 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2015,Móviles,May. 2015,Viernes,Islas Baleares,Shopping - General,203,9,"1,00","1,51 €","4,43 %","0,00","0,17 €","7,44 €","0,17 €","1,51 €","11,11 %","133,64","201,79","201,79"
07-ene-2015,Móviles,Ene. 2015,Miércoles,Navarra,Shopping - General,136,1,"0,00","0,04 €","0,74 %","0,00","0,04 €","0,29 €","0,04 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-may-2015,Ordenadores,May. 2015,Lunes,La Rioja,Shopping - General,165,3,"0,00","0,75 €","1,82 %","0,00","0,25 €","4,55 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-may-2015,Tablets,May. 2015,Jueves,Extremadura,Shopping - General,177,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-may-2015,Ordenadores,May. 2015,Jueves,Castilla y León,Shopping - General,1.683,55,"0,00","11,31 €","3,27 %","0,00","0,21 €","6,72 €","0,21 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-mar-2015,Ordenadores,Mar. 2015,Viernes,Islas Baleares,Shopping - General,152,4,"0,00","0,37 €","2,63 %","0,00","0,09 €","2,43 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2015,Tablets,Abr. 2015,Jueves,Cantabria,Shopping - General,171,4,"0,00","0,89 €","2,34 %","0,00","0,22 €","5,20 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-feb-2015,Ordenadores,Feb. 2015,Jueves,País Vasco,Shopping - General,965,14,"0,00","1,52 €","1,45 %","0,00","0,11 €","1,58 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-feb-2015,Ordenadores,Feb. 2015,Lunes,Castilla-La Mancha,Shopping - General,786,18,"1,00","2,49 €","2,29 %","0,00","0,14 €","3,17 €","0,14 €","2,49 €","5,56 %","6,42","15,99","15,99"
11-abr-2015,Móviles,Abr. 2015,Sábado,Sin especificar,Shopping - General,249,2,"0,00","0,30 €","0,80 %","0,00","0,15 €","1,20 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-ene-2015,Ordenadores,Ene. 2015,Martes,Castilla-La Mancha,Shopping - General,448,13,"0,00","2,21 €","2,90 %","0,00","0,17 €","4,93 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ene-2015,Móviles,Ene. 2015,Viernes,Aragón,Shopping - General,309,10,"0,00","1,65 €","3,24 %","0,00","0,16 €","5,34 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-ene-2015,Ordenadores,Ene. 2015,Lunes,Extremadura,Shopping - General,736,20,"0,00","2,16 €","2,72 %","0,00","0,11 €","2,93 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2015,Ordenadores,Abr. 2015,Miércoles,Extremadura,Shopping - General,211,4,"0,00","0,52 €","1,90 %","0,00","0,13 €","2,46 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-may-2015,Tablets,May. 2015,Jueves,Castilla y León,Shopping - General,464,5,"0,00","0,89 €","1,08 %","0,00","0,18 €","1,92 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-mar-2015,Tablets,Mar. 2015,Lunes,País Vasco,Shopping - General,296,10,"0,00","1,43 €","3,38 %","0,00","0,14 €","4,83 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-feb-2015,Tablets,Feb. 2015,Viernes,Galicia,Shopping - General,410,1,"0,00","0,14 €","0,24 %","0,00","0,14 €","0,34 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-may-2015,Móviles,May. 2015,Miércoles,Castilla y León,Shopping - General,463,17,"0,00","2,34 €","3,67 %","0,00","0,14 €","5,05 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-abr-2015,Tablets,Abr. 2015,Domingo,Canarias,Shopping - General,322,2,"0,00","0,30 €","0,62 %","0,00","0,15 €","0,93 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2015,Tablets,Jun. 2015,Jueves,La Rioja,Shopping - General,188,6,"0,00","2,35 €","3,19 %","0,00","0,39 €","12,50 €","0,39 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-jun-2015,Tablets,Jun. 2015,Viernes,Castilla y León,Shopping - General,369,13,"1,00","3,06 €","3,52 %","0,00","0,24 €","8,29 €","0,24 €","3,06 €","7,69 %","7,17","21,93","21,93"
24-mar-2015,Móviles,Mar. 2015,Martes,Cantabria,Shopping - General,38,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-may-2015,Móviles,May. 2015,Sábado,Región de Murcia,Shopping - General,584,23,"0,00","4,15 €","3,94 %","0,00","0,18 €","7,11 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-mar-2015,Ordenadores,Mar. 2015,Jueves,Canarias,Shopping - General,306,8,"0,00","1,13 €","2,61 %","0,00","0,14 €","3,69 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-mar-2015,Móviles,Mar. 2015,Sábado,Cantabria,Shopping - General,24,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-jun-2015,Tablets,Jun. 2015,Miércoles,Galicia,Shopping - General,1.473,25,"0,00","8,53 €","1,70 %","0,00","0,34 €","5,79 €","0,34 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2015,Móviles,Abr. 2015,Miércoles,Islas Baleares,Shopping - General,53,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-ene-2015,Móviles,Ene. 2015,Jueves,Cataluña,Shopping - General,1.461,34,"0,00","4,90 €","2,33 %","0,00","0,14 €","3,35 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2015,Tablets,Mar. 2015,Jueves,Castilla-La Mancha,Shopping - General,132,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-may-2015,Móviles,May. 2015,Domingo,Comunidad Valenciana,Shopping - General,771,38,"0,00","3,84 €","4,93 %","0,00","0,10 €","4,98 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
