Día,Dispositivo,Mes,Día de la semana,Región,Campaña,Impresiones,Clics,Conversiones,Coste,CTR,Posic. media,CPC medio,CPM medio,Coste medio,Coste/conv.,Porcentaje de conv.,Valor conv./coste,Valor conv. total,Valor/conv.
07-may-2016,Móviles,May. 2016,Sábado,Comunidad Valenciana,Shopping - General,282,7,"0,00","0,59 €","2,48 %","0,00","0,08 €","2,09 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-jun-2016,Ordenadores,Jun. 2016,Jueves,Comunidad Valenciana,Shopping - General,1.615,37,"1,00","5,42 €","2,29 %","0,00","0,15 €","3,36 €","0,15 €","5,42 €","2,70 %","3,59","19,48","19,48"
28-feb-2016,Móviles,Feb. 2016,Domingo,Cantabria,Shopping - General,213,7,"0,00","0,88 €","3,29 %","0,00","0,13 €","4,13 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-jun-2016,Tablets,Jun. 2016,Martes,Extremadura,Shopping - General,394,6,"0,00","0,88 €","1,52 %","0,00","0,15 €","2,23 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-abr-2016,Tablets,Abr. 2016,Sábado,Sin especificar,Shopping - General,71,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-ene-2016,Tablets,Ene. 2016,Miércoles,País Vasco,Shopping - General,1.514,22,"2,00","3,09 €","1,45 %","0,00","0,14 €","2,04 €","0,14 €","1,54 €","9,09 %","12,81","39,58","19,79"
01-feb-2016,Móviles,Feb. 2016,Lunes,Andalucía,Shopping - General,6.163,143,"2,00","16,95 €","2,32 %","0,00","0,12 €","2,75 €","0,12 €","8,48 €","1,40 %","2,41","40,82","20,41"
31-ene-2016,Ordenadores,Ene. 2016,Domingo,Castilla y León,Shopping - General,1.502,38,"4,00","4,57 €","2,53 %","0,00","0,12 €","3,04 €","0,12 €","1,14 €","10,53 %","17,34","79,26","19,82"
16-mar-2016,Tablets,Mar. 2016,Miércoles,Región de Murcia,Shopping - General,271,9,"0,00","2,53 €","3,32 %","0,00","0,28 €","9,34 €","0,28 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-feb-2016,Tablets,Feb. 2016,Jueves,Cantabria,Shopping - General,247,2,"0,00","0,19 €","0,81 %","0,00","0,10 €","0,77 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-abr-2016,Móviles,Abr. 2016,Viernes,La Rioja,Shopping - General,315,3,"0,00","0,42 €","0,95 %","0,00","0,14 €","1,33 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2016,Ordenadores,Feb. 2016,Martes,Castilla y León,Shopping - General,1.381,31,"4,00","3,02 €","2,24 %","0,00","0,10 €","2,19 €","0,10 €","0,76 €","12,90 %","27,76","83,85","20,96"
29-feb-2016,Móviles,Feb. 2016,Lunes,La Rioja,Shopping - General,70,1,"0,00","0,09 €","1,43 %","0,00","0,09 €","1,29 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
13-jul-2016,Móviles,Jul. 2016,Miércoles,Región de Murcia,Shopping - General,785,15,"0,00","1,71 €","1,91 %","0,00","0,11 €","2,18 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2016,Ordenadores,Abr. 2016,Viernes,País Vasco,Shopping - General,1.039,23,"0,00","3,58 €","2,21 %","0,00","0,16 €","3,45 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-ene-2016,Móviles,Ene. 2016,Lunes,Cantabria,Shopping - General,581,8,"0,00","0,86 €","1,38 %","0,00","0,11 €","1,48 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,Islas Baleares,Shopping - General,396,8,"0,00","0,91 €","2,02 %","0,00","0,11 €","2,30 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-jun-2016,Móviles,Jun. 2016,Sábado,Navarra,Shopping - General,527,12,"0,00","2,70 €","2,28 %","0,00","0,22 €","5,12 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-ene-2016,Móviles,Ene. 2016,Jueves,Comunidad de Madrid,Shopping - General,4.533,99,"0,00","11,89 €","2,18 %","0,00","0,12 €","2,62 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-jun-2016,Tablets,Jun. 2016,Domingo,Región de Murcia,Shopping - General,866,16,"0,00","3,99 €","1,85 %","0,00","0,25 €","4,61 €","0,25 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-abr-2016,Ordenadores,Abr. 2016,Jueves,Navarra,Shopping - General,333,4,"0,00","0,93 €","1,20 %","0,00","0,23 €","2,79 €","0,23 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jul-2016,Ordenadores,Jul. 2016,Miércoles,La Rioja,Shopping - General,195,6,"0,00","0,59 €","3,08 %","0,00","0,10 €","3,03 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-abr-2016,Tablets,Abr. 2016,Sábado,Principado de Asturias,Shopping - General,133,1,"0,00","0,10 €","0,75 %","0,00","0,10 €","0,75 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-mar-2016,Ordenadores,Mar. 2016,Miércoles,Cantabria,Shopping - General,240,7,"1,00","0,87 €","2,92 %","0,00","0,12 €","3,62 €","0,12 €","0,87 €","14,29 %","43,49","37,84","37,84"
04-abr-2016,Móviles,Abr. 2016,Lunes,Extremadura,Shopping - General,732,6,"0,00","0,44 €","0,82 %","0,00","0,07 €","0,60 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-jul-2016,Tablets,Jul. 2016,Domingo,Castilla-La Mancha,Shopping - General,265,2,"0,00","0,61 €","0,75 %","0,00","0,30 €","2,30 €","0,30 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-feb-2016,Tablets,Feb. 2016,Jueves,Islas Baleares,Shopping - General,188,3,"0,00","0,58 €","1,60 %","0,00","0,19 €","3,09 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
06-jul-2016,Ordenadores,Jul. 2016,Miércoles,Aragón,Shopping - General,442,7,"1,00","0,55 €","1,58 %","0,00","0,08 €","1,24 €","0,08 €","0,55 €","14,29 %","156,16","85,89","85,89"
23-ene-2016,Ordenadores,Ene. 2016,Sábado,Andalucía,Shopping - General,3.454,53,"1,00","6,24 €","1,53 %","0,00","0,12 €","1,81 €","0,12 €","6,24 €","1,89 %","4,32","26,94","26,94"
10-may-2016,Tablets,May. 2016,Martes,Región de Murcia,Shopping - General,131,1,"0,00","0,07 €","0,76 %","0,00","0,07 €","0,53 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-feb-2016,Ordenadores,Feb. 2016,Miércoles,Principado de Asturias,Shopping - General,1.055,24,"2,00","2,67 €","2,27 %","0,00","0,11 €","2,53 €","0,11 €","1,34 €","8,33 %","8,40","22,43","11,22"
09-abr-2016,Tablets,Abr. 2016,Sábado,Cantabria,Shopping - General,229,5,"0,00","0,96 €","2,18 %","0,00","0,19 €","4,19 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-feb-2016,Ordenadores,Feb. 2016,Jueves,Comunidad Valenciana,Shopping - General,2.655,54,"1,00","8,87 €","2,03 %","0,00","0,16 €","3,34 €","0,16 €","8,87 €","1,85 %","12,40","109,95","109,95"
31-may-2016,Ordenadores,May. 2016,Martes,Aragón,Shopping - General,1.349,24,"0,00","3,91 €","1,78 %","0,00","0,16 €","2,90 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-abr-2016,Tablets,Abr. 2016,Domingo,Islas Baleares,Shopping - General,346,1,"0,00","0,20 €","0,29 %","0,00","0,20 €","0,58 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
27-jun-2016,Móviles,Jun. 2016,Lunes,Islas Baleares,Shopping - General,706,3,"0,00","0,32 €","0,42 %","0,00","0,11 €","0,45 €","0,11 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-jul-2016,Móviles,Jul. 2016,Viernes,La Rioja,Shopping - General,122,2,"0,00","0,12 €","1,64 %","0,00","0,06 €","0,98 €","0,06 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2016,Ordenadores,Feb. 2016,Martes,Galicia,Shopping - General,2.588,42,"1,00","3,18 €","1,62 %","0,00","0,08 €","1,23 €","0,08 €","3,18 €","2,38 %","6,57","20,88","20,88"
26-abr-2016,Móviles,Abr. 2016,Martes,Aragón,Shopping - General,1.765,31,"0,00","4,21 €","1,76 %","0,00","0,14 €","2,39 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-may-2016,Ordenadores,May. 2016,Miércoles,País Vasco,Shopping - General,830,16,"0,00","1,35 €","1,93 %","0,00","0,08 €","1,63 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-mar-2016,Ordenadores,Mar. 2016,Viernes,Principado de Asturias,Shopping - General,386,6,"1,00","0,45 €","1,55 %","0,00","0,08 €","1,17 €","0,08 €","0,45 €","16,67 %","51,84","23,33","23,33"
23-mar-2016,Tablets,Mar. 2016,Miércoles,Extremadura,Shopping - General,218,3,"0,00","0,37 €","1,38 %","0,00","0,12 €","1,70 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-may-2016,Móviles,May. 2016,Jueves,Región de Murcia,Shopping - General,2.858,81,"0,00","11,70 €","2,83 %","0,00","0,14 €","4,09 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ene-2016,Móviles,Ene. 2016,Viernes,Comunidad Valenciana,Shopping - General,2.197,51,"0,00","6,92 €","2,32 %","0,00","0,14 €","3,15 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
05-ene-2016,Tablets,Ene. 2016,Martes,Cantabria,Shopping - General,3,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
30-may-2016,Móviles,May. 2016,Lunes,Región de Murcia,Shopping - General,632,18,"0,00","1,65 €","2,85 %","0,00","0,09 €","2,61 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-may-2016,Móviles,May. 2016,Sábado,Galicia,Shopping - General,1.133,11,"0,00","1,03 €","0,97 %","0,00","0,09 €","0,91 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ene-2016,Tablets,Ene. 2016,Jueves,La Rioja,Shopping - General,165,3,"0,00","0,29 €","1,82 %","0,00","0,10 €","1,76 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,Cataluña,Shopping - General,1.747,38,"0,00","2,71 €","2,18 %","0,00","0,07 €","1,55 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-jul-2016,Tablets,Jul. 2016,Viernes,Cataluña,Shopping - General,1.136,23,"1,00","3,55 €","2,02 %","0,00","0,15 €","3,12 €","0,15 €","3,55 €","4,35 %","4,49","15,94","15,94"
08-ene-2016,Tablets,Ene. 2016,Viernes,La Rioja,Shopping - General,99,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
08-abr-2016,Tablets,Abr. 2016,Viernes,Andalucía,Shopping - General,1.619,18,"1,00","1,96 €","1,11 %","0,00","0,11 €","1,21 €","0,11 €","1,96 €","5,56 %","4,56","8,94","8,94"
15-jun-2016,Móviles,Jun. 2016,Miércoles,Navarra,Shopping - General,321,3,"0,00","0,45 €","0,93 %","0,00","0,15 €","1,40 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-feb-2016,Móviles,Feb. 2016,Domingo,Islas Baleares,Shopping - General,470,5,"0,00","1,08 €","1,06 %","0,00","0,22 €","2,30 €","0,22 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2016,Ordenadores,Jun. 2016,Sábado,Islas Baleares,Shopping - General,818,23,"1,00","5,64 €","2,81 %","0,00","0,25 €","6,89 €","0,25 €","5,64 €","4,35 %","2,47","13,95","13,95"
04-jul-2016,Móviles,Jul. 2016,Lunes,Andalucía,Shopping - General,5.345,91,"1,00","10,76 €","1,70 %","0,00","0,12 €","2,01 €","0,12 €","10,76 €","1,10 %","13,01","139,95","139,95"
08-jul-2016,Tablets,Jul. 2016,Viernes,Extremadura,Shopping - General,145,4,"0,00","0,46 €","2,76 %","0,00","0,12 €","3,17 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-abr-2016,Tablets,Abr. 2016,Lunes,Principado de Asturias,Shopping - General,302,2,"0,00","0,26 €","0,66 %","0,00","0,13 €","0,86 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-may-2016,Móviles,May. 2016,Domingo,Andalucía,Shopping - General,16.998,400,"0,00","55,21 €","2,35 %","0,00","0,14 €","3,25 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-abr-2016,Ordenadores,Abr. 2016,Viernes,Galicia,Shopping - General,1.012,12,"0,00","1,16 €","1,19 %","0,00","0,10 €","1,15 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-mar-2016,Ordenadores,Mar. 2016,Viernes,Castilla-La Mancha,Shopping - General,417,12,"0,00","1,62 €","2,88 %","0,00","0,14 €","3,88 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
03-mar-2016,Tablets,Mar. 2016,Jueves,Castilla y León,Shopping - General,733,11,"0,00","1,11 €","1,50 %","0,00","0,10 €","1,51 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2016,Ordenadores,Jun. 2016,Sábado,Navarra,Shopping - General,471,6,"0,00","1,56 €","1,27 %","0,00","0,26 €","3,31 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-feb-2016,Tablets,Feb. 2016,Martes,Comunidad Valenciana,Shopping - General,1.187,13,"0,00","3,35 €","1,10 %","0,00","0,26 €","2,82 €","0,26 €","0,00 €","0,00 %","0,00","0,00","0,00"
11-abr-2016,Móviles,Abr. 2016,Lunes,Cataluña,Shopping - General,5.034,79,"1,00","8,08 €","1,57 %","0,00","0,10 €","1,61 €","0,10 €","8,08 €","1,27 %","4,82","38,94","38,94"
03-feb-2016,Móviles,Feb. 2016,Miércoles,Comunidad Valenciana,Shopping - General,3.051,37,"0,00","3,04 €","1,21 %","0,00","0,08 €","1,00 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-feb-2016,Ordenadores,Feb. 2016,Viernes,País Vasco,Shopping - General,1.344,24,"0,00","3,02 €","1,79 %","0,00","0,13 €","2,25 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
04-jun-2016,Móviles,Jun. 2016,Sábado,Cantabria,Shopping - General,409,4,"0,00","0,37 €","0,98 %","0,00","0,09 €","0,90 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2016,Móviles,Jun. 2016,Martes,Región de Murcia,Shopping - General,635,14,"0,00","1,19 €","2,20 %","0,00","0,08 €","1,87 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,Andalucía,Shopping - General,3.176,72,"1,00","7,09 €","2,27 %","0,00","0,10 €","2,23 €","0,10 €","7,09 €","1,39 %","2,67","18,94","18,94"
28-may-2016,Ordenadores,May. 2016,Sábado,Andalucía,Shopping - General,5.493,115,"0,00","20,02 €","2,09 %","0,00","0,17 €","3,64 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-jun-2016,Ordenadores,Jun. 2016,Martes,Principado de Asturias,Shopping - General,496,9,"0,00","1,31 €","1,81 %","0,00","0,15 €","2,64 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-jun-2016,Móviles,Jun. 2016,Miércoles,Navarra,Shopping - General,318,6,"0,00","0,45 €","1,89 %","0,00","0,08 €","1,42 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-abr-2016,Móviles,Abr. 2016,Domingo,Galicia,Shopping - General,1.549,26,"0,00","3,41 €","1,68 %","0,00","0,13 €","2,20 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
01-jul-2016,Ordenadores,Jul. 2016,Viernes,Comunidad Valenciana,Shopping - General,1.638,32,"0,00","2,31 €","1,95 %","0,00","0,07 €","1,41 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-abr-2016,Móviles,Abr. 2016,Martes,Cantabria,Shopping - General,313,4,"0,00","0,46 €","1,28 %","0,00","0,12 €","1,47 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-ene-2016,Ordenadores,Ene. 2016,Jueves,Comunidad Valenciana,Shopping - General,6.915,141,"1,00","26,68 €","2,04 %","0,00","0,19 €","3,86 €","0,19 €","26,68 €","0,71 %","1,50","39,89","39,89"
04-may-2016,Tablets,May. 2016,Miércoles,Principado de Asturias,Shopping - General,268,1,"0,00","0,08 €","0,37 %","0,00","0,08 €","0,30 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-feb-2016,Tablets,Feb. 2016,Domingo,Navarra,Shopping - General,299,3,"0,00","0,71 €","1,00 %","0,00","0,24 €","2,37 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-abr-2016,Móviles,Abr. 2016,Martes,Comunidad Valenciana,Shopping - General,4.177,71,"0,00","9,21 €","1,70 %","0,00","0,13 €","2,20 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-may-2016,Tablets,May. 2016,Viernes,Cataluña,Shopping - General,2.538,32,"0,00","5,96 €","1,26 %","0,00","0,19 €","2,35 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-feb-2016,Móviles,Feb. 2016,Martes,Extremadura,Shopping - General,604,8,"0,00","0,57 €","1,32 %","0,00","0,07 €","0,94 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-may-2016,Móviles,May. 2016,Domingo,Islas Baleares,Shopping - General,536,6,"0,00","0,58 €","1,12 %","0,00","0,10 €","1,08 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-ene-2016,Móviles,Ene. 2016,Miércoles,Cantabria,Shopping - General,312,6,"0,00","0,73 €","1,92 %","0,00","0,12 €","2,34 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-mar-2016,Tablets,Mar. 2016,Miércoles,Castilla-La Mancha,Shopping - General,419,1,"0,00","0,63 €","0,24 %","0,00","0,63 €","1,50 €","0,63 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-may-2016,Móviles,May. 2016,Domingo,Cataluña,Shopping - General,3.813,39,"0,00","4,71 €","1,02 %","0,00","0,12 €","1,24 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-ene-2016,Ordenadores,Ene. 2016,Domingo,Aragón,Shopping - General,895,16,"0,00","2,73 €","1,79 %","0,00","0,17 €","3,05 €","0,17 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-ene-2016,Tablets,Ene. 2016,Sábado,País Vasco,Shopping - General,1.520,21,"0,00","2,80 €","1,38 %","0,00","0,13 €","1,84 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-ene-2016,Móviles,Ene. 2016,Viernes,Castilla-La Mancha,Shopping - General,1.130,18,"0,00","2,29 €","1,59 %","0,00","0,13 €","2,03 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
26-ene-2016,Móviles,Ene. 2016,Martes,Sin especificar,Shopping - General,826,18,"0,00","1,61 €","2,18 %","0,00","0,09 €","1,95 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-jul-2016,Móviles,Jul. 2016,Jueves,Galicia,Shopping - General,920,18,"0,00","1,27 €","1,96 %","0,00","0,07 €","1,38 €","0,07 €","0,00 €","0,00 %","0,00","0,00","0,00"
19-mar-2016,Tablets,Mar. 2016,Sábado,Comunidad Valenciana,Shopping - General,1.068,13,"0,00","1,75 €","1,22 %","0,00","0,13 €","1,64 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
15-abr-2016,Tablets,Abr. 2016,Viernes,Cataluña,Shopping - General,1.977,26,"0,00","3,61 €","1,32 %","0,00","0,14 €","1,83 €","0,14 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-jul-2016,Tablets,Jul. 2016,Sábado,Comunidad de Madrid,Shopping - General,1.116,22,"0,00","2,57 €","1,97 %","0,00","0,12 €","2,30 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-may-2016,Ordenadores,May. 2016,Miércoles,Castilla y León,Shopping - General,1.845,36,"0,00","6,94 €","1,95 %","0,00","0,19 €","3,76 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-feb-2016,Móviles,Feb. 2016,Viernes,Sin especificar,Shopping - General,814,4,"1,00","0,41 €","0,49 %","0,00","0,10 €","0,50 €","0,10 €","0,41 €","25,00 %","107,17","43,94","43,94"
06-ene-2016,Ordenadores,Ene. 2016,Miércoles,Comunidad de Madrid,Shopping - General,13.775,261,"1,00","49,76 €","1,89 %","0,00","0,19 €","3,61 €","0,19 €","49,76 €","0,38 %","0,60","29,94","29,94"
11-feb-2016,Tablets,Feb. 2016,Jueves,Andalucía,Shopping - General,3.059,54,"1,00","10,45 €","1,77 %","0,00","0,19 €","3,42 €","0,19 €","9,94 €","1,92 %","3,21","31,93","31,93"
15-ene-2016,Móviles,Ene. 2016,Viernes,Andalucía,Shopping - General,4.883,117,"1,00","13,43 €","2,40 %","0,00","0,11 €","2,75 €","0,11 €","13,43 €","0,85 %","1,64","21,99","21,99"
05-jun-2016,Móviles,Jun. 2016,Domingo,Castilla-La Mancha,Shopping - General,1.810,27,"0,00","2,55 €","1,49 %","0,00","0,09 €","1,41 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
17-ene-2016,Ordenadores,Ene. 2016,Domingo,Galicia,Shopping - General,1.844,32,"0,00","4,02 €","1,74 %","0,00","0,13 €","2,18 €","0,13 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-may-2016,Tablets,May. 2016,Miércoles,Principado de Asturias,Shopping - General,441,4,"0,00","0,63 €","0,91 %","0,00","0,16 €","1,43 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
10-may-2016,Ordenadores,May. 2016,Martes,La Rioja,Shopping - General,139,2,"0,00","0,21 €","1,44 %","0,00","0,10 €","1,51 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-ene-2016,Ordenadores,Ene. 2016,Jueves,Andalucía,Shopping - General,5.116,130,"3,00","17,72 €","2,54 %","0,00","0,14 €","3,46 €","0,14 €","5,91 €","2,31 %","4,11","72,81","24,27"
17-jun-2016,Tablets,Jun. 2016,Viernes,La Rioja,Shopping - General,76,1,"0,00","0,19 €","1,32 %","0,00","0,19 €","2,50 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
21-ene-2016,Ordenadores,Ene. 2016,Jueves,Castilla y León,Shopping - General,1.831,45,"1,00","7,24 €","2,46 %","0,00","0,16 €","3,95 €","0,16 €","7,24 €","2,22 %","2,62","18,99","18,99"
02-jun-2016,Móviles,Jun. 2016,Jueves,Islas Baleares,Shopping - General,453,7,"0,00","0,59 €","1,55 %","0,00","0,08 €","1,30 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-mar-2016,Tablets,Mar. 2016,Viernes,Navarra,Shopping - General,123,5,"0,00","1,39 €","4,07 %","0,00","0,28 €","11,30 €","0,28 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-may-2016,Ordenadores,May. 2016,Domingo,Comunidad de Madrid,Shopping - General,5.465,86,"1,00","14,09 €","1,57 %","0,00","0,16 €","2,58 €","0,16 €","14,09 €","1,16 %","0,78","10,94","10,94"
07-may-2016,Móviles,May. 2016,Sábado,País Vasco,Shopping - General,121,1,"0,00","0,10 €","0,83 %","0,00","0,10 €","0,83 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
09-jul-2016,Ordenadores,Jul. 2016,Sábado,Cantabria,Shopping - General,245,5,"0,00","0,62 €","2,04 %","0,00","0,12 €","2,53 €","0,12 €","0,00 €","0,00 %","0,00","0,00","0,00"
02-ene-2016,Tablets,Ene. 2016,Sábado,Islas Baleares,Shopping - General,37,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
12-mar-2016,Móviles,Mar. 2016,Sábado,Aragón,Shopping - General,465,5,"1,00","0,38 €","1,08 %","0,00","0,08 €","0,82 €","0,08 €","0,38 €","20,00 %","112,97","42,93","42,93"
10-may-2016,Ordenadores,May. 2016,Martes,País Vasco,Shopping - General,706,7,"0,00","0,65 €","0,99 %","0,00","0,09 €","0,92 €","0,09 €","0,00 €","0,00 %","0,00","0,00","0,00"
25-abr-2016,Móviles,Abr. 2016,Lunes,La Rioja,Shopping - General,251,3,"0,00","0,45 €","1,20 %","0,00","0,15 €","1,79 €","0,15 €","0,00 €","0,00 %","0,00","0,00","0,00"
22-jun-2016,Ordenadores,Jun. 2016,Miércoles,Sin especificar,Shopping - General,0,0,"0,00","0,00 €","0,00 %","0,00","0,00 €","0,00 €","0,00 €","0,00 €","0,00 %","0,00","0,00","0,00"
28-may-2016,Tablets,May. 2016,Sábado,Andalucía,Shopping - General,5.057,70,"0,00","13,55 €","1,38 %","0,00","0,19 €","2,68 €","0,19 €","0,00 €","0,00 %","0,00","0,00","0,00"
23-feb-2016,Móviles,Feb. 2016,Martes,Castilla y León,Shopping - General,1.179,18,"0,00","1,44 €","1,53 %","0,00","0,08 €","1,22 €","0,08 €","0,00 €","0,00 %","0,00","0,00","0,00"
14-jul-2016,Tablets,Jul. 2016,Jueves,Castilla y León,Shopping - General,1.067,25,"0,00","5,11 €","2,34 %","0,00","0,20 €","4,79 €","0,20 €","0,00 €","0,00 %","0,00","0,00","0,00"
07-jul-2016,Ordenadores,Jul. 2016,Jueves,Comunidad de Madrid,Shopping - General,4.479,108,"2,00","16,26 €","2,41 %","0,00","0,15 €","3,63 €","0,15 €","8,13 €","1,85 %","1,99","32,31","16,15"
13-feb-2016,Tablets,Feb. 2016,Sábado,Galicia,Shopping - General,783,11,"0,00","1,98 €","1,40 %","0,00","0,18 €","2,53 €","0,18 €","0,00 €","0,00 %","0,00","0,00","0,00"
29-ene-2016,Móviles,Ene. 2016,Viernes,Cataluña,Shopping - General,5.974,156,"2,00","15,22 €","2,61 %","0,00","0,10 €","2,55 €","0,10 €","7,61 €","1,28 %","3,15","47,88","23,94"
10-may-2016,Móviles,May. 2016,Martes,Sin especificar,Shopping - General,477,4,"0,00","0,41 €","0,84 %","0,00","0,10 €","0,86 €","0,10 €","0,00 €","0,00 %","0,00","0,00","0,00"
18-jul-2016,Ordenadores,Jul. 2016,Lunes,Principado de Asturias,Shopping - General,224,6,"0,00","1,42 €","2,68 %","0,00","0,24 €","6,34 €","0,24 €","0,00 €","0,00 %","0,00","0,00","0,00"
16-ene-2016,Tablets,Ene. 2016,Sábado,Comunidad de Madrid,Shopping - General,3.868,48,"1,00","7,48 €","1,24 %","0,00","0,16 €","1,93 €","0,16 €","7,48 €","2,08 %","16,72","125,10","125,10"
30-may-2016,Ordenadores,May. 2016,Lunes,Navarra,Shopping - General,617,14,"0,00","2,19 €","2,27 %","0,00","0,16 €","3,55 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
20-abr-2016,Tablets,Abr. 2016,Miércoles,País Vasco,Shopping - General,574,5,"0,00","0,79 €","0,87 %","0,00","0,16 €","1,38 €","0,16 €","0,00 €","0,00 %","0,00","0,00","0,00"
